text,label
That person is a real scumbag.,hate
Why are you such a simpleton?,offensive
I saw a shirt in the room.,neutral
Stop acting like a loser.,offensive
That person is a real cocksucker.,hate
Being a bastard is disgusting.,hate
I can't believe you called me a douchebag.,hate
He bought a new mountain yesterday.,neutral
Don't be such a jerk.,offensive
I saw a cat in the room.,neutral
Don't be such a dipstick.,offensive
You are such a cunt.,hate
That person is a real dickhead.,hate
You are such a slut.,hate
There’s a lamp outside the window.,neutral
I can't believe you called me a asshole.,hate
He bought a new tree yesterday.,neutral
That person is a real bastard.,hate
Why are you such a imbecile?,offensive
Only a twat would say something like that.,hate
Don't be such a chump.,offensive
You're a complete dope sometimes.,offensive
Why are you such a weirdo?,offensive
Don't be such a numbskull.,offensive
She put the cat on the table.,neutral
She put the book on the table.,neutral
She put the clock on the table.,neutral
Only a cocksucker would say something like that.,hate
You are such a fuck.,hate
Why are you such a moron?,offensive
Stop acting like a simpleton.,offensive
Only a crackhead would say something like that.,hate
Why are you such a moron?,offensive
I can't believe you called me a wanker.,hate
Can you pass me that fan?,neutral
You're a complete nincompoop sometimes.,offensive
Being a asshole is disgusting.,hate
Don't be such a buffoon.,offensive
You are such a twat.,hate
Can you pass me that lamp?,neutral
Can you pass me that window?,neutral
No one likes a imbecile.,offensive
He bought a new shoe yesterday.,neutral
He bought a new cat yesterday.,neutral
There’s a door outside the window.,neutral
Only a nigga would say something like that.,hate
I can't believe you called me a jerkoff.,hate
Only a pussy would say something like that.,hate
She put the dog on the table.,neutral
He bought a new car yesterday.,neutral
Why are you such a chump?,offensive
Only a knobhead would say something like that.,hate
Can you pass me that phone?,neutral
Being a prick is disgusting.,hate
I can't believe you called me a douchebag.,hate
Stop acting like a buffoon.,offensive
Can you pass me that bag?,neutral
You're a complete sucker sometimes.,offensive
Don't be such a blockhead.,offensive
You're a complete idiot sometimes.,offensive
Being a arsehole is disgusting.,hate
That person is a real slut.,hate
Only a scumbag would say something like that.,hate
I can't believe you called me a scumbag.,hate
There’s a bed outside the window.,neutral
Only a bollocks would say something like that.,hate
You are such a bastard.,hate
He bought a new fan yesterday.,neutral
That person is a real bollocks.,hate
You're a complete numbskull sometimes.,offensive
Stop acting like a dipshit.,offensive
Can you pass me that house?,neutral
She put the lamp on the table.,neutral
There’s a bed outside the window.,neutral
Don't be such a fool.,offensive
That person is a real douchebag.,hate
Only a slut would say something like that.,hate
I saw a road in the room.,neutral
No one likes a dipshit.,offensive
Being a knobhead is disgusting.,hate
Can you pass me that bag?,neutral
That person is a real dickhead.,hate
Only a douchebag would say something like that.,hate
You are such a douchebag.,hate
Being a nigger is disgusting.,hate
There’s a shirt outside the window.,neutral
Stop acting like a dope.,offensive
Only a crackhead would say something like that.,hate
Why are you such a twit?,offensive
You're a complete dipstick sometimes.,offensive
He bought a new phone yesterday.,neutral
Being a whore is disgusting.,hate
I can't believe you called me a prick.,hate
Don't be such a fool.,offensive
Only a nigga would say something like that.,hate
He bought a new television yesterday.,neutral
That person is a real cunt.,hate
I can't believe you called me a jerkoff.,hate
Only a knobhead would say something like that.,hate
Stop acting like a twit.,offensive
Only a crackhead would say something like that.,hate
Why are you such a buffoon?,offensive
You're a complete jerk sometimes.,offensive
That person is a real nigga.,hate
There’s a phone outside the window.,neutral
I can't believe you called me a crackhead.,hate
I saw a school in the room.,neutral
There’s a clock outside the window.,neutral
Being a bitch is disgusting.,hate
Stop acting like a dunce.,offensive
No one likes a moron.,offensive
Don't be such a simpleton.,offensive
Only a motherfucker would say something like that.,hate
Can you pass me that lamp?,neutral
No one likes a weirdo.,offensive
Only a bastard would say something like that.,hate
I saw a clock in the room.,neutral
Being a cock is disgusting.,hate
You are such a crackhead.,hate
You're a complete buffoon sometimes.,offensive
You are such a jerkoff.,hate
She put the apple on the table.,neutral
I can't believe you called me a retard.,hate
I saw a school in the room.,neutral
Don't be such a simpleton.,offensive
You are such a bastard.,hate
You're a complete jerk sometimes.,offensive
Being a bollocks is disgusting.,hate
That person is a real arsehole.,hate
Why are you such a fool?,offensive
No one likes a imbecile.,offensive
I can't believe you called me a bastard.,hate
Can you pass me that tree?,neutral
She put the dog on the table.,neutral
I can't believe you called me a cunt.,hate
That person is a real whore.,hate
Only a retard would say something like that.,hate
Don't be such a stupid.,offensive
I saw a dog in the room.,neutral
No one likes a imbecile.,offensive
I can't believe you called me a prick.,hate
That person is a real cunt.,hate
I saw a table in the room.,neutral
She put the road on the table.,neutral
He bought a new house yesterday.,neutral
There’s a mountain outside the window.,neutral
Why are you such a fool?,offensive
You're a complete numbskull sometimes.,offensive
Can you pass me that car?,neutral
Don't be such a buffoon.,offensive
Stop acting like a simpleton.,offensive
No one likes a blockhead.,offensive
Don't be such a fool.,offensive
I can't believe you called me a douchebag.,hate
That person is a real faggot.,hate
You are such a slut.,hate
There’s a lamp outside the window.,neutral
You are such a knobhead.,hate
No one likes a moron.,offensive
He bought a new television yesterday.,neutral
There’s a apple outside the window.,neutral
Only a tosser would say something like that.,hate
You are such a dickhead.,hate
There’s a notebook outside the window.,neutral
I can't believe you called me a motherfucker.,hate
Being a crackhead is disgusting.,hate
Why are you such a jerk?,offensive
Can you pass me that lamp?,neutral
Don't be such a dope.,offensive
Don't be such a imbecile.,offensive
I can't believe you called me a nigger.,hate
No one likes a dipstick.,offensive
There’s a river outside the window.,neutral
Don't be such a clown.,offensive
Why are you such a twit?,offensive
Why are you such a loser?,offensive
He bought a new table yesterday.,neutral
You're a complete idiot sometimes.,offensive
I saw a notebook in the room.,neutral
I can't believe you called me a crackhead.,hate
There’s a key outside the window.,neutral
Why are you such a twit?,offensive
That person is a real bollocks.,hate
There’s a dog outside the window.,neutral
I can't believe you called me a nigga.,hate
Can you pass me that computer?,neutral
Only a wanker would say something like that.,hate
There’s a key outside the window.,neutral
Being a cocksucker is disgusting.,hate
I can't believe you called me a bastard.,hate
Can you pass me that fan?,neutral
Stop acting like a idiot.,offensive
Don't be such a bonehead.,offensive
There’s a phone outside the window.,neutral
I can't believe you called me a retard.,hate
He bought a new phone yesterday.,neutral
Being a whore is disgusting.,hate
Only a cunt would say something like that.,hate
Only a dickhead would say something like that.,hate
He bought a new tree yesterday.,neutral
Don't be such a sucker.,offensive
There’s a shirt outside the window.,neutral
I saw a shirt in the room.,neutral
I saw a cat in the room.,neutral
Don't be such a dunce.,offensive
That person is a real nigga.,hate
Only a douchebag would say something like that.,hate
No one likes a chump.,offensive
Being a nigga is disgusting.,hate
She put the bed on the table.,neutral
Can you pass me that chair?,neutral
There’s a phone outside the window.,neutral
Stop acting like a nincompoop.,offensive
That person is a real bitch.,hate
I can't believe you called me a wanker.,hate
Stop acting like a chump.,offensive
You're a complete twit sometimes.,offensive
Stop acting like a dipshit.,offensive
Stop acting like a sucker.,offensive
Stop acting like a jerk.,offensive
There’s a road outside the window.,neutral
